"","X","Y"
"3678","ENSG00000154274","C4orf19"
"3679","ENSG00000181826","RELL1"
"3680","ENSG00000169299","PGM2"
"3681","ENSG00000249863",""
"3682","ENSG00000065882","TBC1D1"
"3683","ENSG00000109787","KLF3"
"3684","ENSG00000174125","TLR1"
"3685","ENSG00000174130","TLR6"
"3686","ENSG00000197712","FAM114A1"
"3687","ENSG00000121895","TMEM156"
"3688","ENSG00000109790","KLHL5"
"3689","ENSG00000249207",""
"3690","ENSG00000249685",""
"3691","ENSG00000157796","WDR19"
"3692","ENSG00000035928","RFC1"
"3693","ENSG00000134962","KLB"
"3694","ENSG00000163682","RPL9"
"3695","ENSG00000121897","LIAS"
"3696","ENSG00000109814","UGDH"
"3697","ENSG00000249348","UGDH-AS1"
"3698","ENSG00000163683","SMIM14"
"3699","ENSG00000078140","UBE2K"
"3700","ENSG00000121892","PDS5A"
"3701","ENSG00000250568",""
"3702","ENSG00000078177","N4BP2"
"3703","ENSG00000163694","RBM47"
"3704","ENSG00000179299","NSUN7"
"3705","ENSG00000163697","APBB2"
"3706","ENSG00000064042","LIMCH1"
"3707","ENSG00000109133","TMEM33"
"3708","ENSG00000182308","DCAF4L1"
"3709","ENSG00000014824","SLC30A9"
"3710","ENSG00000178343","SHISA3"
"3711","ENSG00000124406","ATP8A1"
"3712","ENSG00000151806","GUF1"
"3713","ENSG00000163281","GNPDA2"
"3714","ENSG00000273369",""
"3715","ENSG00000249936","RAC1P2"
"3716","ENSG00000169019","COMMD8"
"3717","ENSG00000145246","ATP10D"
"3718","ENSG00000145244","CORIN"
"3719","ENSG00000259959",""
"3720","ENSG00000170448","NFXL1"
"3721","ENSG00000163293","NIPAL1"
"3722","ENSG00000198515","CNGA1"
"3723","ENSG00000074966","TXK"
"3724","ENSG00000135605","TEC"
"3725","ENSG00000109171","SLAIN2"
"3726","ENSG00000075539","FRYL"
"3727","ENSG00000109180","OCIAD1"
"3728","ENSG00000145247","OCIAD2"
"3729","ENSG00000109184","DCUN1D4"
"3730","ENSG00000188993","LRRC66"
"3731","ENSG00000163069","SGCB"
"3732","ENSG00000109189","USP46"
"3733","ENSG00000248866","USP46-AS1"
"3734","ENSG00000226950","DANCR"
"3735","ENSG00000212588","SNORA26"
"3736","ENSG00000226887","ERVMER34-1"
"3737","ENSG00000128045","RASL11B"
"3738","ENSG00000184178","SCFD2"
"3739","ENSG00000145216","FIP1L1"
"3740","ENSG00000072201","LNX1"
"3741","ENSG00000109220","CHIC2"
"3742","ENSG00000128052","KDR"
"3743","ENSG00000128039","SRD5A3"
"3744","ENSG00000134851","TMEM165"
"3745","ENSG00000134852","CLOCK"
"3746","ENSG00000109255","NMU"
"3747","ENSG00000090989","EXOC1"
"3748","ENSG00000174799","CEP135"
"3749","ENSG00000109265","KIAA1211"
"3750","ENSG00000157426","AASDH"
"3751","ENSG00000128059","PPAT"
"3752","ENSG00000128050","PAICS"
"3753","ENSG00000174780","SRP72"
"3754","ENSG00000249693","THEGL"
"3755","ENSG00000084093","REST"
"3756","ENSG00000084092","NOA1"
"3757","ENSG00000047315","POLR2B"
"3758","ENSG00000163453","IGFBP7"
"3759","ENSG00000145242","EPHA5"
"3760","ENSG00000243199",""
"3761","ENSG00000250846","EPHA5-AS1"
"3762","ENSG00000145241","CENPC"
"3763","ENSG00000279464",""
"3764","ENSG00000033178","UBA6"
"3765","ENSG00000248049","UBA6-AS1"
"3766","ENSG00000270228",""
"3767","ENSG00000083896","YTHDC1"
"3768","ENSG00000132467","UTP3"
"3769","ENSG00000018189","RUFY3"
"3770","ENSG00000132463","GRSF1"
"3771","ENSG00000173542","MOB1B"
"3772","ENSG00000156136","DCK"
"3773","ENSG00000080493","SLC4A4"
"3774","ENSG00000156140","ADAMTS3"
"3775","ENSG00000163626","COX18"
"3776","ENSG00000132466","ANKRD17"
"3777","ENSG00000248641","HMGA1P2"
"3778","ENSG00000169429","CXCL8"
"3779","ENSG00000163739","CXCL1"
"3780","ENSG00000163734","CXCL3"
"3781","ENSG00000081041","CXCL2"
"3782","ENSG00000163738","MTHFD2L"
"3783","ENSG00000269559",""
"3784","ENSG00000124882","EREG"
"3785","ENSG00000109321","AREG"
"3786","ENSG00000174808","BTC"
"3787","ENSG00000169116","PARM1"
"3788","ENSG00000260265","LINC02562"
"3789","ENSG00000163743","RCHY1"
"3790","ENSG00000174796","THAP6"
"3791","ENSG00000174792","ODAPH"
"3792","ENSG00000138769","CDKL2"
"3793","ENSG00000138757","G3BP2"
"3794","ENSG00000138768","USO1"
"3795","ENSG00000138744","NAAA"
"3796","ENSG00000198301","SDAD1"
"3797","ENSG00000169248","CXCL11"
"3798","ENSG00000138750","NUP54"
"3799","ENSG00000138760","SCARB2"
"3800","ENSG00000189157","FAM47E"
"3801","ENSG00000118804","STBD1"
"3802","ENSG00000138771","SHROOM3"
"3803","ENSG00000186212","SOWAHB"
"3804","ENSG00000138758","SEPTIN11"
"3805","ENSG00000234036","TXNP6"
"3806","ENSG00000118816","CCNI"
"3807","ENSG00000138764","CCNG2"
"3808","ENSG00000138767","CNOT6L"
"3809","ENSG00000169288","MRPL1"
"3810","ENSG00000138759","FRAS1"
"3811","ENSG00000249565","SERBP1P5"
"3812","ENSG00000138772","ANXA3"
"3813","ENSG00000251442","LINC01094"
"3814","ENSG00000138756","BMP2K"
"3815","ENSG00000163291","PAQR3"
"3816","ENSG00000163297","ANTXR2"
"3817","ENSG00000152784","PRDM8"
"3818","ENSG00000138675","FGF5"
"3819","ENSG00000138669","PRKG2"
"3820","ENSG00000138670","RASGEF1B"
"3821","ENSG00000138668","HNRNPD"
"3822","ENSG00000272677",""
"3823","ENSG00000152795","HNRNPDL"
"3824","ENSG00000145293","ENOPH1"
"3825","ENSG00000249242","TMEM150C"
"3826","ENSG00000145284","SCD5"
"3827","ENSG00000138674","SEC31A"
"3828","ENSG00000251022","THAP9-AS1"
"3829","ENSG00000168152","THAP9"
"3830","ENSG00000189308","LIN54"
"3831","ENSG00000138663","COPS4"
"3832","ENSG00000145287","PLAC8"
"3833","ENSG00000173085","COQ2"
"3834","ENSG00000173083","HPSE"
"3835","ENSG00000163312","HELQ"
"3836","ENSG00000163319","MRPS18C"
"3837","ENSG00000163322","ABRAXAS1"
"3838","ENSG00000138678","GPAT3"
"3839","ENSG00000163623","NKX6-1"
"3840","ENSG00000163624","CDS1"
"3841","ENSG00000163625","WDFY3"
"3842","ENSG00000180769","WDFY3-AS2"
"3843","ENSG00000138639","ARHGAP24"
"3844","ENSG00000163629","PTPN13"
"3845","ENSG00000243312",""
"3846","ENSG00000163633","C4orf36"
"3847","ENSG00000172493","AFF1"
"3848","ENSG00000235043","TECRP1"
"3849","ENSG00000145332","KLHL8"
"3850","ENSG00000170509","HSD17B13"
"3851","ENSG00000198189","HSD17B11"
"3852","ENSG00000170502","NUDT9"
"3853","ENSG00000183199","HSP90AB3P"
"3854","ENSG00000118762","PKD2"
"3855","ENSG00000118777","ABCG2"
"3856","ENSG00000163644","PPM1K"
"3857","ENSG00000138642","HERC6"
"3858","ENSG00000138646","HERC5"
"3859","ENSG00000138641","HERC3"
"3860","ENSG00000177432","NAP1L5"
"3861","ENSG00000248019","FAM13A-AS1"
"3862","ENSG00000138640","FAM13A"
"3863","ENSG00000180346","TIGD2"
"3864","ENSG00000184305","CCSER1"
"3865","ENSG00000187653","TMSB4XP8"
"3866","ENSG00000163104","SMARCAD1"
"3867","ENSG00000163110","PDLIM5"
"3868","ENSG00000138696","BMPR1B"
"3869","ENSG00000138698","RAP1GDS1"
"3870","ENSG00000168785","TSPAN5"
"3871","ENSG00000260641",""
"3872","ENSG00000151247","EIF4E"
"3873","ENSG00000164024","METAP1"
"3874","ENSG00000272777",""
"3875","ENSG00000197894","ADH5"
"3876","ENSG00000246090",""
"3877","ENSG00000172955","ADH6"
"3878","ENSG00000248144","ADH1C"
"3879","ENSG00000145331","TRMT10A"
"3880","ENSG00000109270","LAMTOR3"
"3881","ENSG00000164031","DNAJB14"
"3882","ENSG00000164032","H2AFZ"
"3883","ENSG00000145358","DDIT4L"
"3884","ENSG00000138814","PPP3CA"
"3885","ENSG00000254531",""
"3886","ENSG00000153064","BANK1"
"3887","ENSG00000138821","SLC39A8"
"3888","ENSG00000248161",""
"3889","ENSG00000109320","NFKB1"
"3890","ENSG00000109323","MANBA"
"3891","ENSG00000230069","LRRC37A15P"
"3892","ENSG00000248971","KRT8P46"
"3893","ENSG00000109332","UBE2D3"
"3894","ENSG00000246560","UBE2D3-AS1"
"3895","ENSG00000145354","CISD2"
"3896","ENSG00000164039","BDH2"
"3897","ENSG00000138778","CENPE"
"3898","ENSG00000251571","DDX3P3"
"3899","ENSG00000168772","CXXC4"
"3900","ENSG00000168769","TET2"
"3901","ENSG00000138777","PPA2"
"3902","ENSG00000249264","EEF1A1P9"
"3903","ENSG00000138785","INTS12"
"3904","ENSG00000138780","GSTCD"
"3905","ENSG00000145348","TBCK"
"3906","ENSG00000164022","AIMP1"
"3907","ENSG00000138801","PAPSS1"
"3908","ENSG00000164023","SGMS2"
"3909","ENSG00000155016","CYP2U1"
"3910","ENSG00000138796","HADH"
"3911","ENSG00000138795","LEF1"
"3912","ENSG00000109475","RPL34"
"3913","ENSG00000198856","OSTC"
"3914","ENSG00000247950","SEC24B-AS1"
"3915","ENSG00000138802","SEC24B"
"3916","ENSG00000005059","MCUB"
"3917","ENSG00000138794","CASP6"
"3918","ENSG00000273447",""
"3919","ENSG00000123739","PLA2G12A"
"3920","ENSG00000205403","CFI"
"3921","ENSG00000109534","GAR1"
"3922","ENSG00000183423","LRIT3"
"3923","ENSG00000138798","EGF"
"3924","ENSG00000170522","ELOVL6"
"3925","ENSG00000164093","PITX2"
"3926","ENSG00000174749","FAM241A"
"3927","ENSG00000260526",""
"3928","ENSG00000138660","AP1AR"
"3929","ENSG00000145365","TIFA"
"3930","ENSG00000073331","ALPK1"
"3931","ENSG00000138658","ZGRF1"
"3932","ENSG00000174720","LARP7"
"3933","ENSG00000145362","ANK2"
"3934","ENSG00000145349","CAMK2D"
"3935","ENSG00000180801","ARSJ"
"3936","ENSG00000174607","UGT8"
"3937","ENSG00000174599","TRAM1L1"
"3938","ENSG00000213492","NT5C3AP1"
"3939","ENSG00000164100","NDST3"
"3940","ENSG00000269893","SNHG8"
"3941","ENSG00000164099","PRSS12"
"3942","ENSG00000154608","CEP170P1"
"3943","ENSG00000260404",""
"3944","ENSG00000248213","CICP16"
"3945","ENSG00000145388","METTL14"
"3946","ENSG00000150961","SEC24D"
"3947","ENSG00000172403","SYNPO2"
"3948","ENSG00000145390","USP53"
"3949","ENSG00000164096","C4orf3"
"3950","ENSG00000249244",""
"3951","ENSG00000283050","GTF2IP12"
"3952","ENSG00000245958",""
"3953","ENSG00000138735","PDE5A"
"3954","ENSG00000164109","MAD2L1"
"3955","ENSG00000138738","PRDM5"
"3956","ENSG00000173376","NDNF"
"3957","ENSG00000050730","TNIP3"
"3958","ENSG00000164111","ANXA5"
"3959","ENSG00000123737","EXOSC9"
"3960","ENSG00000145386","CCNA2"
"3961","ENSG00000138686","BBS7"
"3962","ENSG00000138741","TRPC3"
"3963","ENSG00000138688","KIAA1109"
"3964","ENSG00000181004","BBS12"
"3965","ENSG00000273007",""
"3966","ENSG00000170917","NUDT6"
"3967","ENSG00000145375","SPATA5"
"3968","ENSG00000164056","SPRY1"
"3969","ENSG00000151458","ANKRD50"
"3970","ENSG00000196159","FAT4"
"3971","ENSG00000164066","INTU"
"3972","ENSG00000164070","HSPA4L"
"3973","ENSG00000142731","PLK4"
"3974","ENSG00000164073","MFSD8"
"3975","ENSG00000164074","ABHD18"
"3976","ENSG00000138709","LARP1B"
"3977","ENSG00000164040","PGRMC2"
"3978","ENSG00000251432","LINC02615"
"3979","ENSG00000077684","JADE1"
"3980","ENSG00000151466","SCLT1"
"3981","ENSG00000151470","C4orf33"
"3982","ENSG00000254535","PABPC4L"
"3983","ENSG00000250144",""
"3984","ENSG00000189184","PCDH18"
"3985","ENSG00000250033","SLC7A11-AS1"
"3986","ENSG00000151012","SLC7A11"
"3987","ENSG00000151014","NOCT"
"3988","ENSG00000109381","ELF2"
"3989","ENSG00000179967","PPP1R14BP3"
"3990","ENSG00000109390","NDUFC1"
"3991","ENSG00000164134","NAA15"
"3992","ENSG00000273247",""
"3993","ENSG00000172007","RAB33B"
"3994","ENSG00000145391","SETD7"
"3995","ENSG00000085871","MGST2"
"3996","ENSG00000196782","MAML3"
"3997","ENSG00000153130","SCOC"
"3998","ENSG00000196951","SCOC-AS1"
"3999","ENSG00000153132","CLGN"
"4000","ENSG00000179387","ELMOD2"
"4001","ENSG00000109436","TBC1D9"
"4002","ENSG00000170153","RNF150"
"4003","ENSG00000109445","ZNF330"
"4004","ENSG00000164136","IL15"
"4005","ENSG00000109452","INPP4B"
"4006","ENSG00000170185","USP38"
"4007","ENSG00000109458","GAB1"
"4008","ENSG00000153147","SMARCA5"
"4009","ENSG00000236296","GUSBP5"
"4010","ENSG00000248890","HHIP-AS1"
"4011","ENSG00000164161","HHIP"
"4012","ENSG00000164162","ANAPC10"
"4013","ENSG00000164163","ABCE1"
"4014","ENSG00000164164","OTUD4"
"4015","ENSG00000251333","RTN3P1"
"4016","ENSG00000170365","SMAD1"
"4017","ENSG00000151611","MMAA"
"4018","ENSG00000151612","ZNF827"
"4019","ENSG00000164167","LSM6"
"4020","ENSG00000120519","SLC10A7"
"4021","ENSG00000151617","EDNRA"
"4022","ENSG00000164168","TMEM184C"
"4023","ENSG00000164169","PRMT9"
"4024","ENSG00000071205","ARHGAP10"
"4025","ENSG00000151623","NR3C2"
"4026","ENSG00000170390","DCLK2"
"4027","ENSG00000198589","LRBA"
"4028","ENSG00000145425","RPS3A"
"4029","ENSG00000109686","SH3D19"
"4030","ENSG00000164142","FAM160A1"
"4031",NA,NA
"4032","ENSG00000059691","GATB"
"4033","ENSG00000109670","FBXW7"
"4034","ENSG00000268471","MIR4453HG"
"4035","ENSG00000170006","TMEM154"
"4036","ENSG00000164144","ARFIP1"
"4037","ENSG00000169989","TIGD4"
"4038","ENSG00000137460","FHDC1"
"4039","ENSG00000109654","TRIM2"
"4040","ENSG00000213406","ANXA2P1"
"4041","ENSG00000121211","MND1"
"4042","ENSG00000121210","TMEM131L"
"4043","ENSG00000137462","TLR2"
"4044","ENSG00000171566","PLRG1"
"4045","ENSG00000121207","LRAT"
"4046","ENSG00000164114","MAP9"
"4047","ENSG00000061918","GUCY1B1"
"4048","ENSG00000256043","CTSO"
"4049","ENSG00000145431","PDGFC"
"4050","ENSG00000109738","GLRB"
"4051","ENSG00000164125","GASK1B"
"4052","ENSG00000164124","TMEM144"
"4053","ENSG00000205208","C4orf46"
"4054","ENSG00000171503","ETFDH"
"4055","ENSG00000171497","PPID"
"4056","ENSG00000052795","FNIP2"
"4057","ENSG00000248988",""
"4058","ENSG00000109756","RAPGEF2"
"4059","ENSG00000145414","NAF1"
"4060","ENSG00000164128","NPY1R"
"4061","ENSG00000198498","TMA16"
"4062","ENSG00000145416","MARCH1"
"4063","ENSG00000273449",""
"4064","ENSG00000121089","NACA3P"
"4065","ENSG00000183439","TRIM61"
"4066","ENSG00000250486","FAM218A"
"4067",NA,NA
"4068","ENSG00000170088","TMEM192"
"4069","ENSG00000109466","KLHL2"
"4070","ENSG00000052802","MSMO1"
"4071","ENSG00000109472","CPE"
"4072","ENSG00000196104","SPOCK3"
"4073","ENSG00000109511","ANXA10"
"4074","ENSG00000137628","DDX60"
"4075","ENSG00000181381","DDX60L"
"4076","ENSG00000129116","PALLD"
"4077","ENSG00000279384",""
"4078","ENSG00000145439","CBR4"
"4079","ENSG00000154447","SH3RF1"
"4080","ENSG00000137601","NEK1"
"4081","ENSG00000109572","CLCN3"
"4082","ENSG00000056050","HPF1"
"4083","ENSG00000229204","PTGES3P3"
"4084","ENSG00000198948","MFAP3L"
"4085","ENSG00000109576","AADAT"
"4086","ENSG00000245213",""
"4087","ENSG00000109586","GALNT7"
"4088","ENSG00000164104","HMGB2"
"4089","ENSG00000272870",""
"4090","ENSG00000164105","SAP30"
"4091","ENSG00000164117","FBXO8"
"4092","ENSG00000164118","CEP44"
"4093","ENSG00000164120","HPGD"
"4094","ENSG00000150627","WDR17"
"4095","ENSG00000129128","SPCS3"
"4096","ENSG00000150630","VEGFC"
"4097","ENSG00000109674","NEIL3"
"4098","ENSG00000038002","AGA"
"4099","ENSG00000177822","TENM3-AS1"
"4100","ENSG00000218336","TENM3"
"4101","ENSG00000129187","DCTD"
"4102","ENSG00000151718","WWC2"
"4103","ENSG00000168564","CDKN2AIP"
"4104","ENSG00000168556","ING2"
"4105","ENSG00000272744",""
"4106","ENSG00000182552","RWDD4"
"4107","ENSG00000168538","TRAPPC11"
"4108","ENSG00000173320","STOX2"
"4109","ENSG00000168310","IRF2"
"4110","ENSG00000270426",""
"4111","ENSG00000271646",""
"4112","ENSG00000164305","CASP3"
"4113","ENSG00000164306","PRIMPOL"
"4114","ENSG00000151725","CENPU"
"4115","ENSG00000151726","ACSL1"
"4116","ENSG00000151729","SLC25A4"
"4117","ENSG00000164323","CFAP97"
"4118","ENSG00000109762","SNX25"
"4119","ENSG00000109771","LRP2BP"
"4120","ENSG00000186352","ANKRD37"
"4121","ENSG00000109775","UFSP2"
"4122","ENSG00000205129","C4orf47"
"4123","ENSG00000154553","PDLIM3"
"4124","ENSG00000154556","SORBS2"
"4125","ENSG00000164342","TLR3"
"4126","ENSG00000109794","FAM149A"
"4127","ENSG00000145476","CYP4V2"
"4128","ENSG00000083857","FAT1"
"4129","ENSG00000179046","TRIML2"
"4130","ENSG00000180015",""
"4131","ENSG00000278974",""
"4132","ENSG00000109536","FRG1"
"4133","ENSG00000153404","PLEKHG4B"
"4134","ENSG00000164366","CCDC127"
"4135","ENSG00000260774",""
"4136","ENSG00000073578","SDHA"
"4137","ENSG00000249915","PDCD6"
"4138","ENSG00000063438","AHRR"
"4139","ENSG00000221990","EXOC3-AS1"
"4140","ENSG00000180104","EXOC3"
"4141","ENSG00000188242",""
"4142","ENSG00000225138","SLC9A3-AS1"
"4143","ENSG00000066230","SLC9A3"
"4144","ENSG00000112877","CEP72"
"4145","ENSG00000171368","TPPP"
"4146","ENSG00000271781",""
"4147","ENSG00000188818","ZDHHC11"
"4148","ENSG00000028310","BRD9"
"4149","ENSG00000071539","TRIP13"
"4150","ENSG00000113504","SLC12A7"
"4151","ENSG00000164362","TERT"
"4152","ENSG00000049656","CLPTM1L"
"4153","ENSG00000153395","LPCAT1"
"4154","ENSG00000185986","SDHAP3"
"4155","ENSG00000188002",""
"4156","ENSG00000171421","MRPL36"
"4157","ENSG00000145494","NDUFS6"
"4158","ENSG00000170549","IRX1"
"4159","ENSG00000145536","ADAMTS16"
"4160","ENSG00000164151","ICE1"
"4161","ENSG00000133398","MED10"
"4162","ENSG00000037474","NSUN2"
"4163","ENSG00000145545","SRD5A1"
"4164","ENSG00000112941","TENT4A"
"4165","ENSG00000124275","MTRR"
"4166","ENSG00000124279","FASTKD3"
"4167","ENSG00000247516","MIR4458HG"
"4168","ENSG00000112902","SEMA5A"
"4169","ENSG00000250786","SNHG18"
"4170","ENSG00000150756","ATPSCKMT"
"4171","ENSG00000150753","CCT5"
"4172","ENSG00000164237","CMBL"
"4173","ENSG00000259802",""
"4174","ENSG00000145495","MARCH6"
"4175","ENSG00000145491","ROPN1L"
"4176","ENSG00000164236","ANKRD33B"
"4177","ENSG00000112977","DAP"
"4178","ENSG00000039139","DNAH5"
"4179","ENSG00000038382","TRIO"
"4180","ENSG00000145569","OTULINL"
"4181","ENSG00000250182","EEF1A1P13"
"4182","ENSG00000154124","OTULIN"
"4183","ENSG00000154122","ANKH"
"4184","ENSG00000173545","ZNF622"
"4185","ENSG00000154153","RETREG1"
"4186","ENSG00000145555","MYO10"
"4187","ENSG00000176788","BASP1"
"4188","ENSG00000183666","GUSBP1"
"4189","ENSG00000213430","HSPD1P1"
"4190","ENSG00000251273","LINC02228"
"4191","ENSG00000245662","LINC02211"
"4192","ENSG00000260761",""
"4193","ENSG00000251593","MSNP1"
"4194","ENSG00000113360","DROSHA"
"4195","ENSG00000082213","C5orf22"
"4196","ENSG00000133401","PDZD2"
"4197","ENSG00000113384","GOLPH3"
"4198","ENSG00000272086",""
"4199","ENSG00000150712","MTMR12"
"4200","ENSG00000056097","ZFR"
"4201","ENSG00000113387","SUB1"
"4202","ENSG00000113389","NPR3"
"4203","ENSG00000250697",""
"4204","ENSG00000248279","LINC02120"
"4205","ENSG00000249102",""
"4206","ENSG00000251281",""
"4207","ENSG00000240376",""
"4208","ENSG00000249572",""
"4209","ENSG00000113407","TARS"
"4210","ENSG00000151388","ADAMTS12"
"4211","ENSG00000242110","AMACR"
"4212","ENSG00000082196","C1QTNF3"
"4213","ENSG00000215158",""
"4214","ENSG00000039560","RAI14"
"4215","ENSG00000272323",""
"4216","ENSG00000113456","RAD1"
"4217","ENSG00000113460","BRIX1"
"4218","ENSG00000168724","DNAJC21"
"4219","ENSG00000113494","PRLR"
"4220","ENSG00000152582","SPEF2"
"4221","ENSG00000168685","IL7R"
"4222","ENSG00000164187","LMBRD2"
"4223","ENSG00000145604","SKP2"
"4224","ENSG00000152620","NADK2"
"4225","ENSG00000245711","NADK2-AS1"
"4226","ENSG00000079215","SLC1A3"
"4227","ENSG00000164190","NIPBL"
"4228","ENSG00000244073","RPS4XP6"
"4229","ENSG00000197603","CPLANE1"
"4230","ENSG00000270558",""
"4231","ENSG00000113569","NUP155"
"4232","ENSG00000082068","WDR70"
"4233","ENSG00000164318","EGFLAM"
"4234","ENSG00000251257",""
"4235","ENSG00000113594","LIFR"
"4236","ENSG00000244968","LIFR-AS1"
"4237","ENSG00000249740","OSMR-AS1"
"4238","ENSG00000145623","OSMR"
"4239","ENSG00000164327","RICTOR"
"4240","ENSG00000153071","DAB2"
"4241","ENSG00000171522","PTGER4"
"4242","ENSG00000113638","TTC33"
"4243","ENSG00000132356","PRKAA1"
"4244","ENSG00000145592","RPL37"
"4245","ENSG00000132357","CARD6"
"4246","ENSG00000083720","OXCT1"
"4247","ENSG00000205765","C5orf51"
"4248","ENSG00000151876","FBXO4"
"4249","ENSG00000271788",""
"4250","ENSG00000177738",""
"4251","ENSG00000177721","ANXA2R"
"4252","ENSG00000215068",""
"4253","ENSG00000272144",""
"4254","ENSG00000172262","ZNF131"
"4255","ENSG00000177453","NIM1K"
"4256","ENSG00000112972","HMGCS1"
"4257","ENSG00000151882","CCL28"
"4258","ENSG00000151881","TMEM267"
"4259","ENSG00000249492",""
"4260","ENSG00000172244","C5orf34"
"4261","ENSG00000249855","EEF1A1P19"
"4262","ENSG00000172239","PAIP1"
"4263","ENSG00000248092","NNT-AS1"
"4264","ENSG00000112992","NNT"
"4265","ENSG00000112996","MRPS30"
"4266","ENSG00000272335",""
"4267","ENSG00000170571","EMB"
"4268","ENSG00000151883","PARP8"
"4269","ENSG00000213949","ITGA1"
"4270","ENSG00000152684","PELO"
"4271","ENSG00000164171","ITGA2"
"4272","ENSG00000164172","MOCS2"
"4273","ENSG00000247796",""
"4274","ENSG00000134363","FST"
"4275","ENSG00000164258","NDUFS4"
"4276","ENSG00000185305","ARL15"
"4277","ENSG00000178996","SNX18"
"4278","ENSG00000164294","GPX8"
"4279","ENSG00000234602","MCIDAS"
"4280","ENSG00000152669","CCNO"
"4281","ENSG00000251307",""
"4282","ENSG00000067248","DHX29"
"4283","ENSG00000039123","MTREX"
"4284","ENSG00000067113","PLPP1"
"4285","ENSG00000177058","SLC38A9"
"4286","ENSG00000164509","IL31RA"
"4287","ENSG00000134352","IL6ST"
"4288","ENSG00000227908",""
"4289","ENSG00000095015","MAP3K1"
"4290","ENSG00000155542","SETD9"
"4291","ENSG00000155545","MIER3"
"4292","ENSG00000271828",""
"4293","ENSG00000062194","GPBP1"
"4294","ENSG00000169067","ACTBL2"
"4295","ENSG00000145632","PLK2"
"4296","ENSG00000113448","PDE4D"
"4297","ENSG00000035499","DEPDC1B"
"4298","ENSG00000164181","ELOVL7"
"4299","ENSG00000049167","ERCC8"
"4300","ENSG00000164182","NDUFAF2"
"4301","ENSG00000188725","SMIM15"
"4302","ENSG00000249279","LINC02057"
"4303","ENSG00000130449","ZSWIM6"
"4304","ENSG00000068796","KIF2A"
"4305","ENSG00000086189","DIMT1"
"4306","ENSG00000086200","IPO11"
"4307","ENSG00000164197","RNF180"
"4308","ENSG00000153006","SREK1IP1"
"4309","ENSG00000153015","CWC27"
"4310","ENSG00000049192","ADAMTS6"
"4311","ENSG00000250081",""
"4312","ENSG00000123219","CENPK"
"4313","ENSG00000113593","PPWD1"
"4314","ENSG00000113595","TRIM23"
"4315","ENSG00000113597","TRAPPC13"
"4316","ENSG00000253251","SHLD3"
"4317","ENSG00000197860","SGTB"
"4318","ENSG00000123213","NLN"
"4319","ENSG00000112851","ERBIN"
"4320","ENSG00000153914","SREK1"
"4321","ENSG00000069020","MAST4"
"4322","ENSG00000229666","MAST4-AS1"
"4323","ENSG00000145675","PIK3R1"
"4324","ENSG00000145740","SLC30A5"
"4325","ENSG00000134057","CCNB1"
"4326","ENSG00000280187",""
"4327","ENSG00000153044","CENPH"
"4328","ENSG00000134056","MRPS36"
"4329","ENSG00000134058","CDK7"
"4330","ENSG00000183323","CCDC125"
"4331","ENSG00000085231","AK6"
